view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,house_age,dormitory_type,condition_type
0,1970-01-01 00:00:00.000000003,8,1170,0,2014-01-01,0,98107,47.6722,-122.381,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1110,0,1925-01-01,0,98119,47.6338,-122.358,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,8,1550,1270,1968-01-01,0,98006,47.5707,-122.128,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1010,600,1962-01-01,0,98058,47.4563,-122.171,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,940,120,1923-01-01,0,98133,47.7144,-122.351,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1380,650,1961-01-01,0,98006,47.5495,-122.174,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,3670,0,1994-01-01,0,98077,47.7421,-122.026,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2370,180,1905-01-01,0,98109,47.6354,-122.353,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,2420,0,2007-01-01,0,98027,47.5262,-121.943,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,8,1130,1130,1960-01-01,0,98032,47.3887,-122.286,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,980,450,1947-01-01,0,98103,47.6873,-122.336,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1360,0,1990-01-01,0,98103,47.6838,-122.353,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1110,0,1947-01-01,0,98107,47.655,-122.359,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1250,0,1954-01-01,0,98003,47.3255,-122.304,new_house,house,regular
3,1970-01-01 00:00:00.000000003,12,3540,1640,2006-01-01,0,98006,47.562,-122.162,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,700,0,1942-01-01,0,98115,47.679,-122.3,new_house,studio,regular
0,1970-01-01 00:00:00.000000004,7,1180,0,1967-01-01,0,98058,47.4479,-122.176,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2500,1460,1996-01-01,0,98056,47.525,-122.172,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1620,1020,1967-01-01,0,98023,47.3135,-122.369,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1270,0,1916-01-01,2013,98022,47.2086,-121.996,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1760,0,1968-01-01,0,98059,47.4715,-122.118,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1030,1030,1962-01-01,0,98146,47.4877,-122.335,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1780,0,1962-01-01,0,98034,47.7171,-122.193,new_house,house,regular
0,1970-01-01 00:00:00.000000003,10,3400,0,2000-01-01,0,98075,47.6012,-122.023,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1160,750,1979-01-01,0,98034,47.7319,-122.224,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1010,1010,1975-01-01,0,98027,47.4582,-122.023,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1180,400,1976-01-01,0,98034,47.7209,-122.168,new_house,house,regular
0,1970-01-01 00:00:00.000000005,5,700,640,1949-01-01,0,98198,47.408,-122.327,new_house,apartament,good
0,1970-01-01 00:00:00.000000003,9,2680,0,1999-01-01,0,98006,47.565,-122.125,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1610,1070,1979-01-01,0,98034,47.7028,-122.231,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1370,0,1964-01-01,0,98133,47.7458,-122.331,new_house,house,good
0,1970-01-01 00:00:00.000000003,7,1560,0,1954-01-01,0,98166,47.4776,-122.337,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1670,490,1978-01-01,0,98023,47.3026,-122.374,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1340,0,1955-01-01,0,98133,47.7658,-122.339,new_house,house,regular
0,1970-01-01 00:00:00.000000003,10,2570,1310,1984-01-01,0,98033,47.6477,-122.182,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,2590,0,1980-01-01,0,98006,47.5619,-122.125,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,820,300,2008-01-01,0,98122,47.6106,-122.31,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1320,650,1986-01-01,0,98144,47.5868,-122.308,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1220,0,1901-01-01,0,98122,47.6101,-122.307,new_house,house,regular
2,1970-01-01 00:00:00.000000004,7,1320,630,1975-01-01,0,98022,47.1976,-121.999,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1060,290,1949-01-01,0,98177,47.7224,-122.358,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1670,0,1988-01-01,0,98030,47.3505,-122.179,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1680,700,1925-01-01,0,98126,47.5384,-122.376,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,2440,0,1961-01-01,0,98034,47.7044,-122.2,new_house,house,good
0,1970-01-01 00:00:00.000000003,7,1050,0,1996-01-01,0,98038,47.3848,-122.039,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,9,2140,990,1993-01-01,0,98052,47.6993,-122.102,new_house,house,regular
2,1970-01-01 00:00:00.000000004,10,2090,2000,1986-01-01,0,98033,47.6627,-122.188,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1100,390,1969-01-01,0,98023,47.3099,-122.379,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1900,0,1987-01-01,0,98074,47.62,-122.043,new_house,house,regular
0,1970-01-01 00:00:00.000000004,6,1330,0,1901-01-01,0,98103,47.65,-122.34,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1430,800,1975-01-01,0,98052,47.6647,-122.153,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1220,430,1977-01-01,0,98034,47.726,-122.191,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1190,0,1959-01-01,0,98058,47.4616,-122.184,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,2140,0,1959-01-01,0,98040,47.5505,-122.219,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1420,760,1962-01-01,0,98133,47.7606,-122.336,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1060,0,1948-01-01,0,98155,47.7481,-122.3,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1690,0,2003-01-01,0,98023,47.2779,-122.347,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1130,840,1920-01-01,0,98108,47.5511,-122.312,new_house,house,good
0,1970-01-01 00:00:00.000000003,8,2150,0,2007-01-01,0,98126,47.5488,-122.372,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1910,0,1997-01-01,0,98024,47.5385,-121.911,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1350,0,1969-01-01,0,98038,47.4058,-121.994,new_house,house,regular
0,1970-01-01 00:00:00.000000004,6,860,0,1943-01-01,0,98056,47.5093,-122.184,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1940,0,1994-01-01,0,98042,47.3777,-122.165,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1010,0,1952-01-01,0,98107,47.675,-122.394,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,900,400,1976-01-01,0,98023,47.3025,-122.37,new_house,house,regular
0,1970-01-01 00:00:00.000000004,6,910,0,1962-01-01,0,98059,47.4787,-122.158,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,1630,850,1966-01-01,0,98040,47.5378,-122.219,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2440,0,2010-01-01,0,98052,47.7073,-122.114,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1010,0,1915-01-01,0,98116,47.5733,-122.381,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,900,0,1941-01-01,0,98166,47.4604,-122.339,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1600,700,1920-01-01,1994,98133,47.7067,-122.343,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1550,0,1993-01-01,0,98038,47.354,-122.047,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1060,210,2014-01-01,0,98105,47.6647,-122.284,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2240,0,1983-01-01,0,98074,47.6143,-122.017,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2714,0,2005-01-01,0,98001,47.3185,-122.275,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1720,0,1978-01-01,0,98118,47.5458,-122.268,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,850,0,1923-01-01,0,98168,47.4889,-122.299,new_house,apartament,regular
3,1970-01-01 00:00:00.000000003,9,1870,1430,1957-01-01,1991,98040,47.5673,-122.21,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2250,0,2000-01-01,0,98146,47.5133,-122.379,new_house,house,regular
3,1970-01-01 00:00:00.000000003,8,1950,1950,1947-01-01,0,98144,47.5884,-122.291,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,8,1320,0,1947-01-01,0,98177,47.7145,-122.367,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,10,2760,0,1999-01-01,0,98075,47.5836,-122.026,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1350,400,1961-01-01,0,98198,47.398,-122.299,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2330,0,1987-01-01,0,98011,47.7663,-122.215,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1780,440,1966-01-01,0,98030,47.3758,-122.217,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,2020,0,1994-01-01,0,98038,47.3828,-122.023,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1250,0,1942-01-01,0,98146,47.5123,-122.373,new_house,house,good
0,1970-01-01 00:00:00.000000003,8,1510,0,2005-01-01,0,98053,47.7076,-122.013,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,7,1120,600,1978-01-01,0,98023,47.2922,-122.371,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,980,450,1961-01-01,0,98031,47.4075,-122.214,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1480,0,2004-01-01,0,98053,47.6794,-122.034,new_house,house,regular
4,1970-01-01 00:00:00.000000003,7,1230,220,1915-01-01,1978,98166,47.4497,-122.375,new_house,apartament,regular
0,1970-01-01 00:00:00.000000005,7,2280,0,1960-01-01,0,98059,47.5218,-122.164,new_house,house,good
0,1970-01-01 00:00:00.000000003,8,1780,1160,1978-01-01,0,98023,47.3103,-122.339,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1000,0,1961-01-01,0,98024,47.5687,-121.899,new_house,apartament,regular
0,1970-01-01 00:00:00.000000005,7,1620,860,1947-01-01,0,98108,47.5575,-122.303,new_house,house,good
0,1970-01-01 00:00:00.000000003,10,3760,0,1983-01-01,0,98033,47.6489,-122.183,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1640,580,1976-01-01,0,98010,47.3459,-121.95,new_house,house,good
0,1970-01-01 00:00:00.000000003,7,1670,300,1904-01-01,2005,98122,47.6136,-122.303,new_house,house,regular
0,1970-01-01 00:00:00.000000003,10,3530,300,1993-01-01,0,98077,47.7641,-122.023,new_house,house,regular
2,1970-01-01 00:00:00.000000004,9,2350,2060,1965-01-01,0,98003,47.3376,-122.324,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1430,0,1968-01-01,0,98003,47.3173,-122.319,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,830,0,1940-01-01,0,98126,47.5308,-122.376,new_house,apartament,regular
0,1970-01-01 00:00:00.000000002,7,1430,0,1925-01-01,0,98115,47.6727,-122.299,new_house,apartament,bad
