id,date,price,bedrooms,sqft_lot,level
3625049014,2014-08-29,2950000.0,4,23885,higt_level
2524049166,2014-09-18,2950000.0,5,47480,higt_level
6613000930,2014-09-02,2950000.0,4,25470,higt_level
1176001310,2015-03-04,2945000.0,5,5722,higt_level
5317100750,2014-07-11,2920000.0,4,24085,higt_level
2624049091,2015-03-13,2903000.0,5,91681,higt_level
7960900060,2015-05-04,2900000.0,4,20100,higt_level
6447300365,2014-11-13,2900000.0,5,14600,higt_level
7159200040,2014-09-17,2900000.0,4,4838,higt_level
1118000301,2014-12-19,2890000.0,4,7173,higt_level
2303900035,2014-06-11,2888000.0,5,64033,higt_level
5316101075,2014-09-26,2885000.0,7,14400,higt_level
2303900090,2014-07-29,2880500.0,4,32033,higt_level
6065300840,2015-05-01,2850000.0,4,17208,higt_level
1069000070,2015-04-15,2795000.0,5,12793,higt_level
7397300220,2014-05-29,2750000.0,4,21000,higt_level
3859900060,2015-01-12,2750000.0,5,16065,higt_level
624069035,2014-12-09,2750000.0,4,5575,higt_level
5249800010,2014-12-03,2725000.0,4,43838,higt_level
2525049086,2014-10-03,2720000.0,4,18115,higt_level
8043700300,2014-06-08,2700000.0,4,7850,higt_level
625059036,2014-08-13,2700000.0,5,27295,higt_level
5442300807,2014-06-24,2700000.0,5,13800,higt_level
2524069078,2015-01-22,2700000.0,4,89651,higt_level
856000195,2014-05-21,2700000.0,5,8401,higt_level
2525049263,2014-07-09,2680000.0,5,20445,higt_level
3126059027,2015-03-18,2650000.0,4,13730,higt_level
8084900160,2015-02-12,2641100.0,5,16200,higt_level
2397101606,2014-12-08,2630000.0,6,7200,higt_level
2923500230,2014-12-16,2600000.0,4,12195,higt_level
3623500408,2015-03-30,2600000.0,3,16015,higt_level
7768700300,2014-12-05,2575000.0,4,15408,higt_level
2260300060,2015-04-10,2575000.0,5,20440,higt_level
5316100780,2014-09-22,2575000.0,4,3800,higt_level
825059178,2014-09-23,2574000.0,4,20424,higt_level
6613000935,2014-05-13,2555000.0,4,26211,higt_level
1954700410,2014-08-01,2546000.0,4,8805,higt_level
1118001408,2014-11-24,2544750.0,5,13431,higt_level
9185700485,2015-04-01,2538000.0,4,6000,higt_level
9471200370,2015-03-30,2537000.0,4,20000,higt_level
7490000040,2014-07-18,2535000.0,5,10626,higt_level
9471200200,2015-03-25,2532000.0,4,16048,higt_level
3377900195,2014-09-29,2525000.0,4,45100,higt_level
7631800015,2015-04-07,2510000.0,3,57990,higt_level
5700003585,2014-12-29,2500000.0,5,12672,higt_level
3025300095,2014-10-09,2500000.0,4,19844,higt_level
9471200265,2015-05-05,2500000.0,4,16224,higt_level
6072800170,2015-04-28,2500000.0,4,24354,higt_level
4107100190,2015-03-24,2500000.0,4,14850,higt_level
1324049015,2014-11-11,2485000.0,4,23954,higt_level
4139420190,2015-05-12,2480000.0,4,16909,higt_level
9831200500,2015-03-04,2479000.0,5,7500,higt_level
1176001293,2014-06-17,2475000.0,3,4947,higt_level
1118002000,2014-06-24,2466350.0,5,13180,higt_level
3262300555,2014-07-08,2458000.0,4,14986,higt_level
1118000110,2014-05-29,2453500.0,4,13586,higt_level
2210500010,2014-09-30,2450000.0,7,23115,higt_level
3623500205,2014-05-13,2450000.0,4,11023,higt_level
5700004028,2015-04-17,2450000.0,4,6552,higt_level
4389201250,2014-05-13,2450000.0,5,9000,higt_level
2426039123,2015-01-30,2415000.0,5,24250,higt_level
853200040,2015-04-28,2408000.0,5,23250,higt_level
251620090,2014-05-30,2400000.0,4,20734,higt_level
6169900790,2014-06-20,2400000.0,6,10800,higt_level
9185700440,2014-07-28,2400000.0,4,7200,higt_level
4045100075,2015-03-25,2400000.0,4,15188,higt_level
2025069065,2014-09-29,2400000.0,4,8354,higt_level
724069059,2014-05-09,2400000.0,3,11665,higt_level
3880900010,2014-06-04,2400000.0,5,9088,higt_level
3398800055,2014-11-19,2400000.0,4,24825,higt_level
6072800265,2014-08-13,2395000.0,4,19798,higt_level
1725059316,2014-11-20,2385000.0,4,13296,higt_level
1860600135,2014-05-02,2384000.0,5,9050,higt_level
6072800205,2014-11-19,2375000.0,4,20251,higt_level
2579500110,2014-07-01,2367000.0,3,17450,higt_level
2154970020,2014-07-03,2351960.0,4,19412,higt_level
1725059127,2015-02-25,2350000.0,6,11547,higt_level
625059051,2014-09-03,2350000.0,4,22863,higt_level
4139900180,2015-04-20,2340000.0,4,35200,higt_level
1652500010,2015-03-26,2328000.0,4,20759,higt_level
4139300135,2014-07-09,2321000.0,5,17004,higt_level
8085400376,2015-04-21,2320000.0,4,9520,higt_level
1118001201,2015-01-30,2300000.0,4,8402,higt_level
3426049284,2014-08-19,2300000.0,4,15929,higt_level
5536100005,2014-08-08,2300000.0,7,8816,higt_level
3880900170,2014-08-05,2300000.0,4,7100,higt_level
1732801150,2014-07-01,2300000.0,4,9778,higt_level
4389200765,2014-06-25,2300000.0,4,8570,higt_level
8043700105,2015-04-17,2300000.0,4,8175,higt_level
5452301785,2015-02-18,2298000.0,4,13860,higt_level
251620110,2014-07-02,2288000.0,4,18362,higt_level
1225069038,2014-05-05,2280000.0,7,307752,higt_level
3625049088,2014-07-02,2271150.0,4,18916,higt_level
8964800445,2015-02-09,2260000.0,3,14872,higt_level
3262300485,2015-04-21,2250000.0,5,8118,higt_level
5700003985,2014-10-29,2250000.0,4,8125,higt_level
5316100980,2015-03-26,2250000.0,3,7200,higt_level
9831200159,2014-08-06,2250000.0,3,3452,higt_level
1954700695,2014-06-12,2250000.0,5,9453,higt_level
4386700135,2014-11-14,2250000.0,4,8036,higt_level
7855801670,2015-04-01,2250000.0,4,19850,higt_level
1118001215,2015-02-04,2250000.0,3,8700,higt_level
5316100920,2014-07-25,2250000.0,3,7800,higt_level
2524069097,2014-05-09,2238890.0,5,130017,higt_level
518500460,2014-10-08,2230000.0,3,5634,higt_level
7936500109,2014-07-25,2230000.0,3,28064,higt_level
856000635,2015-03-23,2225000.0,4,10800,higt_level
1333300145,2015-03-04,2225000.0,3,30120,higt_level
868001435,2015-01-27,2225000.0,3,16740,higt_level
1973700030,2015-04-29,2205000.0,3,10177,higt_level
1925069082,2015-05-11,2200000.0,5,22703,higt_level
2024069008,2014-06-19,2200000.0,5,10450,higt_level
3629940160,2015-03-11,2200000.0,5,17168,higt_level
1118001295,2014-12-03,2200000.0,4,11098,higt_level
824059305,2015-01-08,2200000.0,5,11652,higt_level
9185700285,2014-12-23,2200000.0,4,7200,higt_level
2425049061,2014-08-25,2200000.0,3,30456,higt_level
4045100190,2014-10-27,2196000.0,4,18000,higt_level
7935000280,2014-08-12,2195000.0,5,35765,higt_level
1954700610,2014-12-09,2193000.0,3,7108,higt_level
2525049259,2014-08-12,2187730.0,4,13162,higt_level
4218400455,2014-07-08,2180000.0,6,11000,higt_level
6377200010,2014-12-08,2175000.0,4,21701,higt_level
5553300375,2014-08-20,2160000.0,3,6495,higt_level
1370800225,2015-03-18,2152500.0,4,6214,higt_level
685000115,2014-10-07,2150000.0,8,9415,higt_level
3761700053,2015-01-05,2150000.0,3,9610,higt_level
5710000005,2014-05-22,2150000.0,4,10320,higt_level
1959701800,2014-07-02,2147500.0,3,5500,higt_level
125069038,2014-11-25,2140000.0,4,453895,higt_level
1338800425,2015-03-04,2140000.0,6,7128,higt_level
4107100204,2014-08-21,2135000.0,4,17820,higt_level
3760500336,2014-11-26,2125000.0,4,19513,higt_level
622049114,2015-02-18,2125000.0,3,24069,higt_level
6065300330,2014-06-20,2110000.0,3,17833,higt_level
3025300226,2014-05-15,2100000.0,4,19865,higt_level
5700003640,2014-05-19,2095000.0,5,10655,higt_level
3861470110,2014-06-23,2075000.0,4,20377,higt_level
9533100285,2014-06-30,2065000.0,4,7965,higt_level
7352200450,2015-01-15,2050000.0,4,19989,higt_level
7424700045,2015-05-13,2050000.0,5,8480,higt_level
3505100756,2014-11-06,2050000.0,4,18834,higt_level
1338300170,2015-03-24,2048000.0,5,8208,higt_level
46100504,2014-06-17,2027000.0,4,22798,higt_level
3585901085,2014-06-04,2005000.0,6,28176,higt_level
2524049318,2014-05-28,2000000.0,4,18000,higt_level
2524049179,2014-08-26,2000000.0,3,44867,higt_level
1732800310,2015-03-02,2000000.0,4,4500,higt_level
2726049034,2014-11-10,2000000.0,3,16387,higt_level
4131900042,2014-05-16,2000000.0,5,10862,higt_level
1724069059,2014-05-24,2000000.0,5,4443,higt_level
3225069241,2015-04-22,2000000.0,3,21064,higt_level
2424059174,2015-05-08,1999950.0,4,35006,higt_level
1068000150,2015-05-01,1999000.0,4,7500,higt_level
2624089007,2015-03-20,1998000.0,2,920423,higt_level
1346300035,2014-06-26,1990000.0,5,5000,higt_level
632000065,2014-06-11,1989000.0,3,13500,higt_level
2311400056,2014-12-01,1987500.0,5,8960,higt_level
2025059026,2015-02-25,1980000.0,4,44384,higt_level
1651500040,2014-08-01,1980000.0,4,12081,higt_level
5017000470,2014-07-10,1975000.0,6,9097,higt_level
1338600225,2014-05-28,1970000.0,8,6480,higt_level
824059321,2014-06-02,1965220.0,4,8510,higt_level
8964800025,2015-02-26,1965000.0,5,13738,higt_level
2806300065,2015-04-22,1960000.0,4,31353,higt_level
1923000260,2014-10-15,1959000.0,5,23373,higt_level
4055701200,2015-04-21,1955000.0,4,7898,higt_level
3124059023,2015-02-13,1955000.0,3,12566,higt_level
2525049113,2014-07-25,1950000.0,4,18713,higt_level
8835800350,2015-01-12,1950000.0,4,167869,higt_level
1568100920,2015-04-08,1950000.0,4,14554,higt_level
5486800070,2014-06-20,1950000.0,7,15235,higt_level
3760500280,2014-10-14,1950000.0,3,12779,higt_level
2425049107,2015-03-05,1950000.0,4,17424,higt_level
5493110020,2015-01-16,1950000.0,4,18745,higt_level
4389201241,2014-12-30,1945000.0,4,6900,higt_level
9809000020,2015-03-13,1940000.0,5,16672,higt_level
2626069030,2015-02-09,1940000.0,4,223462,higt_level
3860900035,2015-04-15,1940000.0,5,16526,higt_level
8081500060,2014-10-01,1928000.0,4,20296,higt_level
5700003630,2014-06-30,1925000.0,5,8050,higt_level
1370802115,2014-12-05,1925000.0,3,6134,higt_level
1118000080,2015-03-31,1925000.0,4,16101,higt_level
1630700380,2015-01-30,1920000.0,5,230868,higt_level
2425049066,2014-06-16,1920000.0,4,34412,higt_level
1118001560,2014-07-10,1910000.0,4,6833,higt_level
2540700110,2015-02-12,1905000.0,4,18564,higt_level
9808700405,2014-06-04,1901000.0,3,13367,higt_level
3024059014,2015-03-25,1900000.0,4,11489,higt_level
1525059261,2015-05-05,1900000.0,5,44315,higt_level
3835500585,2014-10-16,1900000.0,4,12668,higt_level
357000135,2015-02-18,1900000.0,4,7830,higt_level
4389201075,2014-07-31,1900000.0,4,13351,higt_level
4114601580,2014-07-24,1900000.0,6,13237,higt_level
7767000060,2014-09-12,1900000.0,5,16471,higt_level
1330300300,2015-04-15,1900000.0,3,8550,higt_level
3303850330,2014-12-16,1900000.0,4,27755,higt_level
1727001300,2014-06-09,1900000.0,4,112521,higt_level
1827200265,2014-09-11,1899000.0,2,32044,higt_level
2025069140,2015-03-17,1898000.0,3,4334,higt_level
8085400401,2015-01-15,1898000.0,4,9656,higt_level
9809000020,2014-05-13,1895000.0,5,16672,higt_level
249000180,2014-12-01,1890000.0,4,9345,higt_level
824059042,2014-05-30,1886700.0,5,17935,higt_level
715010530,2015-01-13,1881580.0,5,13000,higt_level
2470200020,2014-05-14,1880000.0,4,19542,higt_level
6447300225,2014-11-06,1880000.0,3,17919,higt_level
8923600020,2014-08-06,1880000.0,5,6220,higt_level
3391500050,2014-07-03,1875000.0,4,10929,higt_level
6321000045,2014-12-22,1875000.0,5,7920,higt_level
3885803044,2014-09-02,1875000.0,4,7440,higt_level
1025039086,2014-09-16,1875000.0,3,29111,higt_level
3625700010,2014-05-06,1870000.0,5,15175,higt_level
3262300818,2015-02-27,1865000.0,4,8797,higt_level
7787400105,2015-03-06,1865000.0,4,43560,higt_level
4218400100,2014-09-11,1865000.0,6,6952,higt_level
1524079188,2014-07-29,1862000.0,4,320917,higt_level
9471200065,2014-10-15,1855000.0,5,9600,higt_level
4134300175,2015-04-17,1851000.0,4,14866,higt_level
6744701310,2015-04-15,1850000.0,4,11972,higt_level
5026900235,2014-09-11,1850000.0,4,1880,higt_level
3592500800,2014-10-18,1850000.0,5,6060,higt_level
9201300050,2014-08-14,1850000.0,5,8442,higt_level
809001520,2014-11-05,1850000.0,4,6000,higt_level
1266200140,2015-05-06,1850000.0,4,10335,higt_level
4457300005,2015-03-25,1839900.0,4,11007,higt_level
6752500090,2015-01-27,1835000.0,4,39190,higt_level
2124069115,2014-10-21,1830000.0,4,215186,higt_level
5493110080,2014-08-15,1825000.0,3,39317,higt_level
1051000040,2015-04-24,1824100.0,3,20053,higt_level
1524069044,2014-10-09,1822500.0,4,88714,higt_level
4054530260,2014-06-27,1820000.0,4,53330,higt_level
4094800120,2014-06-19,1815000.0,5,13000,higt_level
1725059136,2014-11-21,1815000.0,4,12873,higt_level
5035300325,2015-04-14,1810000.0,3,15626,higt_level
8081500050,2015-03-02,1810000.0,5,20441,higt_level
1118000465,2015-03-12,1810000.0,3,8295,higt_level
9286730020,2015-03-31,1802750.0,5,20005,higt_level
1337300145,2014-07-21,1800000.0,4,8325,higt_level
5425700205,2014-05-20,1800000.0,4,16953,higt_level
4030100005,2014-12-09,1800000.0,5,39094,higt_level
4385700250,2015-04-07,1800000.0,4,4000,higt_level
323079101,2015-01-23,1800000.0,4,205603,higt_level
3528000040,2015-03-26,1800000.0,3,224442,higt_level
3343302110,2015-03-06,1800000.0,3,13295,higt_level
524059063,2014-05-06,1800000.0,5,10279,higt_level
5078400160,2014-06-05,1800000.0,5,15580,higt_level
1329000090,2014-12-19,1799000.0,4,39098,higt_level
9359100500,2014-05-27,1795000.0,4,13000,higt_level
9320100090,2014-06-10,1795000.0,5,17232,higt_level
5461300150,2014-12-11,1795000.0,5,20274,higt_level
3893100462,2015-02-25,1789950.0,5,8504,higt_level
4139420640,2014-10-30,1785000.0,4,14300,higt_level
7237501190,2014-10-10,1780000.0,4,13402,higt_level
644000040,2015-04-29,1780000.0,4,10912,higt_level
1370803180,2014-08-08,1776000.0,3,7800,higt_level
251500330,2014-10-14,1775000.0,3,19225,higt_level
5457300095,2015-01-07,1775000.0,4,7071,higt_level
8964800050,2015-03-04,1770000.0,3,14603,higt_level
2954400310,2014-09-15,1769000.0,4,38900,higt_level
644000115,2014-09-23,1765000.0,4,10249,higt_level
2525049266,2014-08-21,1762000.0,3,16000,higt_level
4139420370,2014-08-11,1760000.0,4,21630,higt_level
1337800805,2014-07-03,1755000.0,3,4800,higt_level
3304700130,2015-01-28,1755000.0,4,67953,higt_level
8085400586,2014-11-01,1750000.0,4,8975,higt_level
715010130,2015-02-02,1750000.0,6,13928,higt_level
7533800295,2014-08-19,1750000.0,4,7749,higt_level
1336800240,2014-05-08,1750000.0,6,5760,higt_level
250000010,2014-09-24,1750000.0,4,8400,higt_level
250000090,2014-07-14,1750000.0,4,7660,higt_level
715010140,2014-10-02,1750000.0,5,12739,higt_level
3025059072,2014-07-25,1749000.0,4,22710,higt_level
3885808005,2015-03-05,1740000.0,5,5500,higt_level
4219401080,2014-05-20,1740000.0,4,4545,higt_level
1118000935,2014-07-05,1738000.0,4,6513,higt_level
3585901025,2014-06-13,1735000.0,3,32093,higt_level
4219400520,2014-06-16,1735000.0,4,5000,higt_level
1561600056,2014-10-17,1735000.0,4,9654,higt_level
1024049024,2014-12-03,1735000.0,5,7700,higt_level
46100350,2014-06-30,1730000.0,5,26540,higt_level
4094800260,2014-11-26,1730000.0,4,20668,higt_level
6448000100,2014-06-17,1728000.0,4,20570,higt_level
4141800285,2014-07-14,1727000.0,4,8000,higt_level
1088100450,2014-07-25,1720000.0,5,35046,higt_level
1118001805,2014-07-24,1715000.0,4,7623,higt_level
1118001835,2014-12-23,1715000.0,4,7207,higt_level
3738000070,2015-03-09,1712750.0,5,6572,higt_level
3220200040,2014-06-16,1712500.0,3,5432,higt_level
4100500070,2014-05-27,1710000.0,5,14685,higt_level
5154200015,2015-04-14,1705000.0,3,27702,higt_level
2154500060,2014-12-03,1705000.0,5,17100,higt_level
8106100085,2014-05-09,1702500.0,5,23716,higt_level
2175100055,2014-12-30,1700000.0,5,14649,higt_level
1925069066,2014-06-23,1700000.0,3,18731,higt_level
8073000550,2015-04-15,1700000.0,4,17186,higt_level
524059330,2015-01-30,1700000.0,4,8963,higt_level
8146200070,2015-03-10,1700000.0,5,9360,higt_level
1224059053,2014-10-27,1700000.0,5,15250,higt_level
4141010110,2014-08-08,1700000.0,4,15335,higt_level
5493100366,2014-06-25,1700000.0,5,22885,higt_level
1623069046,2015-03-12,1700000.0,4,336283,higt_level
2311400145,2014-10-29,1699990.0,4,8234,higt_level
2655500241,2014-08-14,1699000.0,3,35153,higt_level
7856410411,2014-09-22,1698890.0,4,15246,higt_level
3472800065,2014-08-26,1698000.0,4,9687,higt_level
6600000050,2015-03-10,1698000.0,4,6240,higt_level
9829200250,2015-01-05,1697000.0,3,6600,higt_level
5078400215,2014-07-30,1695000.0,5,7067,higt_level
5457800930,2014-06-13,1695000.0,2,3000,higt_level
6738700335,2014-07-01,1695000.0,4,10900,higt_level
1370800700,2015-02-09,1695000.0,3,5350,higt_level
9178601660,2015-05-14,1695000.0,5,5354,higt_level
9808100185,2014-10-03,1691000.0,4,13515,higt_level
4219401236,2014-05-20,1690000.0,3,8965,higt_level
3528000040,2014-10-01,1690000.0,3,224442,higt_level
4219400580,2014-06-12,1688000.0,4,7500,higt_level
4139480350,2015-01-13,1688000.0,4,12941,higt_level
5093300280,2014-07-09,1681000.0,5,18707,higt_level
6648150040,2014-05-13,1680000.0,5,23723,higt_level
4139500410,2015-01-26,1680000.0,6,16747,higt_level
853600150,2014-05-24,1680000.0,4,68257,higt_level
3459900230,2014-11-25,1680000.0,4,29536,higt_level
3616600003,2015-03-02,1680000.0,3,16972,higt_level
4030100290,2014-10-01,1680000.0,5,7197,higt_level
1329000030,2014-09-04,1680000.0,4,34982,higt_level
5021900140,2014-11-20,1679000.0,5,11466,higt_level
9315600050,2015-03-17,1675000.0,5,19080,higt_level
1455100355,2014-07-08,1675000.0,3,8343,higt_level
629800660,2014-09-09,1675000.0,4,25412,higt_level
1959701745,2014-11-07,1675000.0,6,6600,higt_level
2125059013,2015-04-20,1670000.0,5,40816,higt_level
5350201180,2014-07-20,1665000.0,4,8395,higt_level
5154700060,2014-10-15,1662000.0,4,19200,higt_level
9544200277,2014-10-15,1660000.0,4,11189,higt_level
4218400671,2015-05-05,1655000.0,4,5500,higt_level
1370801520,2014-05-27,1655000.0,4,4815,higt_level
3262300322,2015-04-08,1651000.0,4,13530,higt_level
1068000255,2014-08-27,1650000.0,4,9567,higt_level
1652500060,2014-07-11,1650000.0,8,20666,higt_level
7856400240,2015-02-11,1650000.0,4,9750,higt_level
3343301920,2015-03-02,1650000.0,3,8890,higt_level
9413900035,2015-01-09,1650000.0,4,7500,higt_level
8964800860,2015-02-09,1650000.0,4,11904,higt_level
8964800975,2014-07-31,1650000.0,4,14904,higt_level
1651800030,2014-08-29,1650000.0,4,20400,higt_level
777100005,2014-11-22,1650000.0,3,6203,higt_level
3024059057,2015-05-01,1650000.0,4,16065,higt_level
3885803245,2015-03-05,1650000.0,5,8400,higt_level
2724079090,2015-01-05,1650000.0,4,881654,higt_level
1824079052,2015-04-01,1650000.0,4,210394,higt_level
4104500181,2014-08-12,1648000.0,4,12500,higt_level
8084900195,2014-11-21,1646000.0,6,16200,higt_level
4054550010,2015-04-13,1640000.0,5,118047,higt_level
3528900401,2014-07-01,1640000.0,3,5445,higt_level
6117502230,2014-12-01,1637500.0,3,21164,higt_level
7533800170,2014-07-07,1636000.0,3,6765,higt_level
7787400030,2014-06-09,1635000.0,5,26784,higt_level
9809000010,2015-01-06,1629000.0,5,16583,higt_level
9279700150,2015-02-12,1625000.0,4,8112,higt_level
5318101565,2014-07-03,1625000.0,4,3600,higt_level
6613000585,2015-01-08,1620500.0,3,9362,higt_level
7856400240,2014-06-27,1620000.0,4,9750,higt_level
2450500060,2014-08-26,1620000.0,4,8114,higt_level
3025300250,2015-05-13,1620000.0,4,17709,higt_level
2288900140,2014-12-18,1620000.0,3,4000,higt_level
4139470010,2014-10-06,1615000.0,4,12281,higt_level
9412400220,2014-07-10,1612500.0,4,18200,higt_level
824059331,2014-11-08,1610000.0,5,13260,higt_level
853600310,2014-08-28,1610000.0,5,142725,higt_level
5093300325,2014-05-23,1610000.0,4,11600,higt_level
3861470120,2014-11-26,1610000.0,4,25807,higt_level
2655500235,2015-04-10,1605000.0,4,19088,higt_level
4139910160,2015-04-01,1600000.0,5,32840,higt_level
9253900417,2015-01-28,1600000.0,3,19593,higt_level
3616600250,2014-05-27,1600000.0,3,19000,higt_level
524059148,2014-06-06,1600000.0,4,9583,higt_level
7403200050,2014-11-13,1600000.0,3,23065,higt_level
1118002090,2014-06-28,1600000.0,3,7200,higt_level
9362000080,2015-03-16,1600000.0,5,20925,higt_level
3225079035,2014-06-18,1600000.0,6,230652,higt_level
5318100965,2015-02-17,1600000.0,4,3600,higt_level
6613000750,2014-10-01,1600000.0,4,5000,higt_level
4389200796,2014-05-22,1600000.0,3,12824,higt_level
7215900020,2014-12-09,1600000.0,4,9486,higt_level
1130000005,2014-07-15,1600000.0,3,5000,higt_level
191100435,2014-09-26,1600000.0,5,10125,higt_level
3536900030,2015-02-09,1600000.0,3,21052,higt_level
8722100570,2015-04-03,1600000.0,4,5735,higt_level
5026900160,2015-04-24,1600000.0,5,5374,higt_level
1125079111,2015-04-15,1600000.0,4,871200,higt_level
2624059036,2014-10-03,1599950.0,5,43123,higt_level
9272200090,2015-02-04,1598890.0,4,6000,higt_level
1489300005,2014-08-01,1598000.0,5,7500,higt_level
6600000217,2015-04-03,1595000.0,4,7757,higt_level
8655000070,2014-06-01,1595000.0,5,8239,higt_level
3761100180,2014-09-17,1595000.0,4,13341,higt_level
8964800755,2015-01-16,1590000.0,4,11131,higt_level
7430200060,2015-04-24,1583000.0,4,11063,higt_level
8085400055,2015-04-28,1582500.0,4,16304,higt_level
9471201175,2014-05-06,1580000.0,4,10920,higt_level
3885806105,2014-05-21,1580000.0,3,7200,higt_level
2303900045,2014-06-23,1580000.0,4,74487,higt_level
2524049148,2015-03-17,1580000.0,4,20031,higt_level
5093301285,2015-03-27,1580000.0,4,10500,higt_level
251610020,2015-05-08,1580000.0,4,19991,higt_level
2225059214,2014-08-08,1578000.0,4,51836,higt_level
191100405,2015-04-21,1575000.0,4,10125,higt_level
3066120030,2015-01-27,1575000.0,4,9916,higt_level
5452301810,2014-09-05,1575000.0,5,9240,higt_level
6117502220,2014-11-17,1575000.0,3,22672,higt_level
5021900635,2014-10-28,1575000.0,3,14250,higt_level
6448000090,2014-05-12,1575000.0,5,20150,higt_level
8678500020,2014-12-13,1575000.0,4,131116,higt_level
3342104046,2014-07-08,1570000.0,4,18226,higt_level
7237500390,2014-11-10,1570000.0,5,14731,higt_level
5318100645,2014-05-27,1570000.0,4,5850,higt_level
3271800295,2015-02-03,1569500.0,5,5800,higt_level
1118001370,2015-01-02,1568000.0,3,8828,higt_level
4389200876,2014-07-01,1565000.0,4,12750,higt_level
4389200753,2014-08-19,1565000.0,4,8570,higt_level
1330300451,2014-12-17,1565000.0,3,8500,higt_level
226059096,2014-11-18,1565000.0,5,67319,higt_level
624069050,2015-04-07,1565000.0,4,323215,higt_level
2524049215,2015-05-01,1564350.0,4,17000,higt_level
2311400195,2015-03-03,1563100.0,5,8100,higt_level
8084900170,2014-10-23,1562000.0,5,16200,higt_level
1925059200,2015-04-07,1557600.0,4,17853,higt_level
3262300235,2014-11-26,1555000.0,5,16238,higt_level
9468200109,2014-06-17,1555000.0,3,6240,higt_level
2652501565,2015-04-23,1550000.0,3,4920,higt_level
6448600060,2015-02-26,1550000.0,5,20805,higt_level
8678500060,2014-07-10,1550000.0,5,171626,higt_level
3892500150,2014-05-21,1550000.0,3,26027,higt_level
2525049246,2014-10-17,1550000.0,2,15593,higt_level
3754501240,2015-02-06,1550000.0,3,4600,higt_level
5451300117,2015-04-22,1550000.0,4,17677,higt_level
6613000375,2015-03-17,1550000.0,4,5000,higt_level
2574900080,2014-05-13,1550000.0,5,17458,higt_level
6096500105,2015-04-30,1545000.0,4,3000,higt_level
3395000070,2014-09-27,1544500.0,4,15139,higt_level
3179100180,2015-05-07,1540000.0,5,6960,higt_level
3896100130,2014-06-17,1538000.0,3,7599,higt_level
249000205,2014-10-15,1537000.0,5,8088,higt_level
4289900005,2014-12-30,1535000.0,4,4100,higt_level
8924600020,2014-11-14,1535000.0,4,10050,higt_level
3758900075,2014-05-07,1532500.0,5,8076,higt_level
